,0,1,cluster
55,1.85,12.5,1
64,2.25,12.5,1
66,2.35,12.0,1
68,2.36,11.4,1
69,2.41,13.0,1
73,2.59,13.3,1
75,2.61,11.5,1
78,2.75,11.9,1
79,2.79,11.8,1
82,2.84,11.4,1
84,2.92,11.7,1
85,2.97,13.0,1
86,2.97,11.6,1
87,2.99,11.4,1
88,3.0,12.0,1
89,3.02,12.3,1
92,3.11,12.1,1
93,3.12,11.5,1
94,3.14,10.6,1
95,3.15,11.3,1
98,3.24,13.3,1
99,3.25,12.0,1
100,3.3,12.0,1
101,3.3,13.9,1
102,3.32,12.2,1
103,3.33,13.2,1
104,3.33,13.4,1
105,3.37,12.6,1
106,3.39,14.4,1
107,3.43,11.8,1
109,3.49,12.6,1
110,3.54,10.9,1
112,3.55,12.3,1
113,3.56,12.0,1
115,3.59,11.9,1
116,3.63,12.7,1
117,3.67,12.3,1
119,3.7,13.0,1
120,3.71,12.8,1
121,3.72,12.1,1
122,3.73,12.5,1
124,3.75,11.9,1
128,3.84,11.4,1
130,3.86,11.4,1
133,3.88,11.9,1
134,3.88,12.3,1
135,3.9,11.7,1
136,3.92,11.8,1
137,3.93,13.1,1
138,3.96,12.6,1
139,4.0,11.9,1
140,4.01,12.4,1
141,4.01,11.3,1
143,4.06,11.2,1
144,4.06,12.9,1
145,4.08,12.1,1
146,4.1,12.4,1
147,4.11,11.4,1
148,4.13,12.2,1
149,4.15,11.8,1
150,4.2,10.6,1
151,4.25,11.7,1
152,4.25,13.1,1
153,4.26,12.7,1
154,4.29,12.1,1
155,4.3,11.8,1
156,4.31,12.0,1
157,4.31,11.8,1
158,4.33,10.3,1
159,4.34,11.4,1
160,4.34,12.1,1
162,4.37,11.6,1
165,4.42,11.4,1
166,4.42,10.9,1
167,4.48,13.0,1
168,4.49,12.3,1
169,4.53,11.6,1
170,4.57,12.3,1
171,4.57,12.6,1
173,4.69,12.3,1
174,4.73,10.8,1
175,4.78,11.8,1
176,4.8,10.9,1
178,4.82,12.2,1
179,4.89,11.5,1
183,4.97,13.2,1
184,5.02,11.2,1
186,5.15,11.0,1
190,5.38,12.6,1
191,5.4,13.2,1
193,5.5,13.2,1
197,5.56,10.7,1
198,5.59,11.8,1
202,5.69,12.9,1
212,6.06,12.3,1
217,6.1,13.8,1
220,6.19,13.0,1
