,0,1,cluster
172,4.57,7.83,2
180,4.9,6.24,2
181,4.95,5.23,2
187,5.23,7.99,2
189,5.28,6.42,2
192,5.4,7.77,2
194,5.52,7.55,2
196,5.54,8.0,2
199,5.62,7.07,2
200,5.63,7.84,2
201,5.65,7.22,2
203,5.71,7.65,2
204,5.75,7.07,2
205,5.79,7.04,2
206,5.91,6.1,2
208,5.99,7.02,2
209,6.0,7.27,2
210,6.02,7.28,2
211,6.03,6.04,2
213,6.06,7.33,2
214,6.07,6.44,2
215,6.07,6.83,2
216,6.08,4.6,2
218,6.13,6.11,2
219,6.13,6.75,2
221,6.19,7.22,2
222,6.19,7.25,2
223,6.19,7.18,2
224,6.31,7.57,2
225,6.35,5.62,2
226,6.36,5.42,2
228,6.41,5.98,2
229,6.45,6.05,2
230,6.45,7.41,2
231,6.46,7.5,2
232,6.47,7.78,2
233,6.48,6.59,2
234,6.49,5.44,2
235,6.49,6.68,2
236,6.51,7.6,2
237,6.53,6.64,2
238,6.65,7.4,2
240,6.67,7.11,2
241,6.73,6.73,2
242,6.76,8.55,2
243,6.78,7.88,2
244,6.79,5.58,2
245,6.8,5.64,2
246,6.85,8.47,2
247,6.86,7.05,2
248,6.86,8.2,2
249,6.87,7.37,2
250,6.9,8.67,2
252,6.92,5.73,2
253,6.96,5.94,2
254,7.01,4.95,2
255,7.04,6.72,2
256,7.06,8.16,2
257,7.07,5.15,2
258,7.09,8.77,2
259,7.15,6.18,2
260,7.19,8.29,2
261,7.2,7.29,2
262,7.24,8.12,2
263,7.25,6.27,2
264,7.26,6.87,2
265,7.27,6.41,2
266,7.27,6.72,2
267,7.3,7.29,2
268,7.31,6.2,2
270,7.34,6.76,2
271,7.35,6.95,2
272,7.36,6.02,2
273,7.38,6.25,2
274,7.46,5.07,2
275,7.46,7.83,2
276,7.48,7.82,2
277,7.5,9.13,2
278,7.56,8.41,2
280,7.59,5.71,2
281,7.59,6.67,2
282,7.62,7.39,2
283,7.63,5.96,2
284,7.64,7.84,2
285,7.65,6.85,2
286,7.72,8.37,2
287,7.79,6.74,2
288,7.85,7.15,2
289,7.87,8.07,2
290,7.97,7.45,2
291,8.0,7.56,2
292,8.0,7.93,2
294,8.08,7.54,2
297,8.28,7.01,2
299,8.31,5.1,2
300,8.42,6.88,2
301,8.46,7.93,2
304,8.66,7.05,2
305,8.69,7.77,2
319,9.27,7.33,2
320,9.29,6.48,2
