,0,1,cluster
0,-2.33,1.93,0
1,-2.28,4.62,0
2,-1.33,3.1,0
3,-1.05,-0.473,0
4,-0.884,4.33,0
5,-0.681,0.888,0
6,-0.571,3.58,0
7,-0.5,0.584,0
8,-0.426,-0.136,0
9,-0.19,0.555,0
10,0.00789,3.05,0
11,0.0224,1.25,0
12,0.0518,1.86,0
13,0.0811,4.41,0
14,0.0922,-0.812,0
15,0.103,2.18,0
16,0.131,3.12,0
17,0.17,2.96,0
18,0.181,2.19,0
19,0.197,2.98,0
20,0.262,-0.457,0
21,0.313,1.53,0
22,0.328,4.83,0
23,0.35,1.21,0
24,0.4,4.59,0
25,0.45,2.12,0
26,0.468,5.61,0
27,0.494,0.71,0
28,0.68,2.37,0
29,0.741,-0.214,0
30,0.803,3.26,0
31,0.842,0.0822,0
32,0.887,-2.0,0
33,0.942,2.42,0
34,0.97,3.69,0
35,1.1,0.219,0
36,1.13,5.81,0
37,1.17,2.6,0
38,1.28,3.51,0
39,1.3,3.3,0
40,1.31,1.31,0
41,1.32,1.1,0
42,1.35,3.75,0
44,1.42,-0.0732,0
45,1.46,4.17,0
46,1.48,-0.988,0
47,1.63,-0.457,0
48,1.64,-0.208,0
49,1.66,0.493,0
50,1.7,1.01,0
51,1.79,1.16,0
52,1.79,1.21,0
53,1.83,4.8,0
54,1.84,4.26,0
56,1.9,3.1,0
57,1.9,-0.488,0
58,2.14,1.03,0
59,2.14,3.57,0
60,2.18,3.09,0
62,2.23,4.78,0
63,2.25,4.13,0
65,2.32,2.53,0
67,2.36,4.26,0
70,2.45,1.53,0
71,2.57,0.529,0
72,2.58,3.51,0
74,2.6,3.3,0
76,2.66,0.953,0
77,2.68,1.13,0
80,2.8,1.09,0
81,2.82,3.58,0
83,2.92,0.124,0
90,3.08,-0.314,0
91,3.11,1.63,0
96,3.17,3.03,0
97,3.23,0.0245,0
108,3.47,1.65,0
111,3.55,-0.969,0
114,3.59,4.1,0
118,3.7,-2.02,0
123,3.74,1.3,0
125,3.76,2.33,0
126,3.83,3.32,0
127,3.83,-0.0631,0
129,3.85,2.48,0
131,3.87,0.187,0
132,3.88,-0.0465,0
142,4.05,1.83,0
161,4.35,2.62,0
163,4.41,2.32,0
164,4.41,-1.45,0
177,4.81,-0.637,0
181,4.95,5.23,0
182,4.96,1.41,0
185,5.11,1.96,0
188,5.27,2.27,0
207,5.95,0.899,0
216,6.08,4.6,0
227,6.41,1.14,0
239,6.67,1.81,0
