,0,1,cluster
43,1.41,8.47,0
55,1.85,12.5,0
61,2.18,14.8,0
64,2.25,12.5,0
66,2.35,12.0,0
68,2.36,11.4,0
69,2.41,13.0,0
73,2.59,13.3,0
75,2.61,11.5,0
78,2.75,11.9,0
79,2.79,11.8,0
82,2.84,11.4,0
84,2.92,11.7,0
85,2.97,13.0,0
86,2.97,11.6,0
87,2.99,11.4,0
88,3.0,12.0,0
89,3.02,12.3,0
92,3.11,12.1,0
93,3.12,11.5,0
94,3.14,10.6,0
95,3.15,11.3,0
98,3.24,13.3,0
99,3.25,12.0,0
100,3.3,12.0,0
101,3.3,13.9,0
102,3.32,12.2,0
103,3.33,13.2,0
104,3.33,13.4,0
105,3.37,12.6,0
106,3.39,14.4,0
107,3.43,11.8,0
109,3.49,12.6,0
110,3.54,10.9,0
112,3.55,12.3,0
113,3.56,12.0,0
115,3.59,11.9,0
116,3.63,12.7,0
117,3.67,12.3,0
119,3.7,13.0,0
120,3.71,12.8,0
121,3.72,12.1,0
122,3.73,12.5,0
124,3.75,11.9,0
128,3.84,11.4,0
130,3.86,11.4,0
133,3.88,11.9,0
134,3.88,12.3,0
135,3.9,11.7,0
136,3.92,11.8,0
137,3.93,13.1,0
138,3.96,12.6,0
139,4.0,11.9,0
140,4.01,12.4,0
141,4.01,11.3,0
143,4.06,11.2,0
144,4.06,12.9,0
145,4.08,12.1,0
146,4.1,12.4,0
147,4.11,11.4,0
148,4.13,12.2,0
149,4.15,11.8,0
150,4.2,10.6,0
151,4.25,11.7,0
152,4.25,13.1,0
153,4.26,12.7,0
154,4.29,12.1,0
155,4.3,11.8,0
156,4.31,12.0,0
157,4.31,11.8,0
158,4.33,10.3,0
159,4.34,11.4,0
160,4.34,12.1,0
162,4.37,11.6,0
165,4.42,11.4,0
166,4.42,10.9,0
167,4.48,13.0,0
168,4.49,12.3,0
169,4.53,11.6,0
170,4.57,12.3,0
171,4.57,12.6,0
173,4.69,12.3,0
174,4.73,10.8,0
175,4.78,11.8,0
176,4.8,10.9,0
178,4.82,12.2,0
179,4.89,11.5,0
183,4.97,13.2,0
184,5.02,11.2,0
186,5.15,11.0,0
190,5.38,12.6,0
191,5.4,13.2,0
193,5.5,13.2,0
195,5.53,14.4,0
197,5.56,10.7,0
198,5.59,11.8,0
202,5.69,12.9,0
212,6.06,12.3,0
217,6.1,13.8,0
220,6.19,13.0,0
251,6.91,11.8,0
