,0,1,cluster
172,4.57,7.83,1
180,4.9,6.24,1
187,5.23,7.99,1
189,5.28,6.42,1
192,5.4,7.77,1
194,5.52,7.55,1
196,5.54,8.0,1
199,5.62,7.07,1
200,5.63,7.84,1
201,5.65,7.22,1
203,5.71,7.65,1
204,5.75,7.07,1
205,5.79,7.04,1
206,5.91,6.1,1
208,5.99,7.02,1
209,6.0,7.27,1
210,6.02,7.28,1
211,6.03,6.04,1
213,6.06,7.33,1
214,6.07,6.44,1
215,6.07,6.83,1
216,6.08,4.6,1
218,6.13,6.11,1
219,6.13,6.75,1
221,6.19,7.22,1
222,6.19,7.25,1
223,6.19,7.18,1
224,6.31,7.57,1
225,6.35,5.62,1
226,6.36,5.42,1
228,6.41,5.98,1
229,6.45,6.05,1
230,6.45,7.41,1
231,6.46,7.5,1
232,6.47,7.78,1
233,6.48,6.59,1
234,6.49,5.44,1
235,6.49,6.68,1
236,6.51,7.6,1
237,6.53,6.64,1
238,6.65,7.4,1
240,6.67,7.11,1
241,6.73,6.73,1
242,6.76,8.55,1
243,6.78,7.88,1
244,6.79,5.58,1
245,6.8,5.64,1
246,6.85,8.47,1
247,6.86,7.05,1
248,6.86,8.2,1
249,6.87,7.37,1
250,6.9,8.67,1
252,6.92,5.73,1
253,6.96,5.94,1
254,7.01,4.95,1
255,7.04,6.72,1
256,7.06,8.16,1
257,7.07,5.15,1
258,7.09,8.77,1
259,7.15,6.18,1
260,7.19,8.29,1
261,7.2,7.29,1
262,7.24,8.12,1
263,7.25,6.27,1
264,7.26,6.87,1
265,7.27,6.41,1
266,7.27,6.72,1
267,7.3,7.29,1
268,7.31,6.2,1
269,7.31,9.8,1
270,7.34,6.76,1
271,7.35,6.95,1
272,7.36,6.02,1
273,7.38,6.25,1
274,7.46,5.07,1
275,7.46,7.83,1
276,7.48,7.82,1
277,7.5,9.13,1
278,7.56,8.41,1
279,7.56,10.2,1
280,7.59,5.71,1
281,7.59,6.67,1
282,7.62,7.39,1
283,7.63,5.96,1
284,7.64,7.84,1
285,7.65,6.85,1
286,7.72,8.37,1
287,7.79,6.74,1
288,7.85,7.15,1
289,7.87,8.07,1
290,7.97,7.45,1
291,8.0,7.56,1
292,8.0,7.93,1
293,8.04,11.0,1
294,8.08,7.54,1
295,8.18,10.3,1
296,8.23,9.7,1
297,8.28,7.01,1
298,8.31,9.69,1
299,8.31,5.1,1
300,8.42,6.88,1
301,8.46,7.93,1
302,8.5,8.81,1
303,8.55,11.6,1
304,8.66,7.05,1
305,8.69,7.77,1
306,8.71,10.9,1
307,8.72,11.4,1
308,8.79,10.4,1
309,8.83,9.63,1
310,8.86,13.0,1
311,8.86,10.4,1
312,8.9,9.35,1
313,8.96,9.44,1
314,9.08,10.1,1
315,9.09,10.6,1
316,9.12,11.8,1
317,9.2,11.2,1
318,9.23,10.6,1
319,9.27,7.33,1
320,9.29,6.48,1
321,9.31,8.7,1
322,9.31,10.1,1
323,9.35,10.4,1
324,9.38,10.2,1
325,9.41,8.9,1
326,9.42,10.1,1
327,9.42,9.92,1
328,9.43,11.1,1
329,9.45,10.3,1
330,9.48,9.45,1
331,9.51,10.4,1
332,9.54,9.62,1
333,9.59,9.95,1
334,9.6,9.02,1
335,9.63,8.63,1
336,9.63,9.93,1
337,9.66,8.78,1
338,9.66,11.6,1
339,9.68,11.5,1
340,9.69,9.84,1
341,9.7,9.75,1
342,9.73,9.91,1
343,9.74,10.8,1
344,9.75,11.6,1
345,9.76,8.92,1
346,9.76,8.7,1
347,9.77,9.26,1
348,9.8,10.7,1
349,9.85,11.1,1
350,9.88,10.2,1
351,9.97,10.9,1
352,9.99,9.59,1
353,10.0,9.16,1
354,10.1,9.33,1
355,10.1,11.3,1
356,10.1,10.7,1
357,10.1,9.77,1
358,10.1,10.4,1
359,10.1,11.0,1
360,10.1,8.64,1
361,10.2,9.5,1
362,10.2,9.61,1
363,10.2,9.64,1
364,10.3,10.9,1
365,10.4,9.3,1
366,10.4,11.4,1
367,10.4,9.06,1
368,10.4,10.7,1
369,10.5,11.6,1
370,10.5,11.5,1
371,10.5,11.4,1
372,10.5,9.71,1
373,10.7,10.1,1
374,10.7,9.86,1
375,10.7,10.6,1
376,10.8,11.4,1
377,10.8,11.3,1
378,10.8,8.44,1
379,10.8,11.1,1
380,11.0,11.0,1
381,11.0,9.31,1
382,11.0,9.24,1
383,11.0,11.4,1
384,11.0,9.17,1
385,11.0,11.2,1
386,11.1,9.46,1
387,11.5,9.7,1
388,11.5,10.1,1
389,11.5,10.5,1
390,11.5,11.3,1
391,11.7,9.37,1
392,11.7,12.5,1
393,11.8,9.59,1
394,11.8,10.2,1
395,12.0,11.6,1
396,12.0,9.31,1
397,12.1,9.71,1
398,12.1,9.78,1
399,12.3,9.59,1
