,0,1,cluster
172,4.57,7.83,2
180,4.9,6.24,2
187,5.23,7.99,2
189,5.28,6.42,2
192,5.4,7.77,2
194,5.52,7.55,2
196,5.54,8.0,2
199,5.62,7.07,2
200,5.63,7.84,2
201,5.65,7.22,2
203,5.71,7.65,2
204,5.75,7.07,2
205,5.79,7.04,2
206,5.91,6.1,2
208,5.99,7.02,2
209,6.0,7.27,2
210,6.02,7.28,2
211,6.03,6.04,2
213,6.06,7.33,2
214,6.07,6.44,2
215,6.07,6.83,2
216,6.08,4.6,2
218,6.13,6.11,2
219,6.13,6.75,2
221,6.19,7.22,2
222,6.19,7.25,2
223,6.19,7.18,2
224,6.31,7.57,2
225,6.35,5.62,2
226,6.36,5.42,2
228,6.41,5.98,2
229,6.45,6.05,2
230,6.45,7.41,2
231,6.46,7.5,2
232,6.47,7.78,2
233,6.48,6.59,2
234,6.49,5.44,2
235,6.49,6.68,2
236,6.51,7.6,2
237,6.53,6.64,2
238,6.65,7.4,2
240,6.67,7.11,2
241,6.73,6.73,2
242,6.76,8.55,2
243,6.78,7.88,2
244,6.79,5.58,2
245,6.8,5.64,2
246,6.85,8.47,2
247,6.86,7.05,2
248,6.86,8.2,2
249,6.87,7.37,2
250,6.9,8.67,2
252,6.92,5.73,2
253,6.96,5.94,2
254,7.01,4.95,2
255,7.04,6.72,2
256,7.06,8.16,2
257,7.07,5.15,2
258,7.09,8.77,2
259,7.15,6.18,2
260,7.19,8.29,2
261,7.2,7.29,2
262,7.24,8.12,2
263,7.25,6.27,2
264,7.26,6.87,2
265,7.27,6.41,2
266,7.27,6.72,2
267,7.3,7.29,2
268,7.31,6.2,2
269,7.31,9.8,2
270,7.34,6.76,2
271,7.35,6.95,2
272,7.36,6.02,2
273,7.38,6.25,2
274,7.46,5.07,2
275,7.46,7.83,2
276,7.48,7.82,2
277,7.5,9.13,2
278,7.56,8.41,2
279,7.56,10.2,2
280,7.59,5.71,2
281,7.59,6.67,2
282,7.62,7.39,2
283,7.63,5.96,2
284,7.64,7.84,2
285,7.65,6.85,2
286,7.72,8.37,2
287,7.79,6.74,2
288,7.85,7.15,2
289,7.87,8.07,2
290,7.97,7.45,2
291,8.0,7.56,2
292,8.0,7.93,2
293,8.04,11.0,2
294,8.08,7.54,2
295,8.18,10.3,2
296,8.23,9.7,2
297,8.28,7.01,2
298,8.31,9.69,2
299,8.31,5.1,2
300,8.42,6.88,2
301,8.46,7.93,2
302,8.5,8.81,2
303,8.55,11.6,2
304,8.66,7.05,2
305,8.69,7.77,2
306,8.71,10.9,2
307,8.72,11.4,2
308,8.79,10.4,2
309,8.83,9.63,2
311,8.86,10.4,2
312,8.9,9.35,2
313,8.96,9.44,2
314,9.08,10.1,2
315,9.09,10.6,2
316,9.12,11.8,2
317,9.2,11.2,2
318,9.23,10.6,2
319,9.27,7.33,2
320,9.29,6.48,2
321,9.31,8.7,2
322,9.31,10.1,2
323,9.35,10.4,2
324,9.38,10.2,2
325,9.41,8.9,2
326,9.42,10.1,2
327,9.42,9.92,2
328,9.43,11.1,2
329,9.45,10.3,2
330,9.48,9.45,2
331,9.51,10.4,2
332,9.54,9.62,2
333,9.59,9.95,2
334,9.6,9.02,2
335,9.63,8.63,2
336,9.63,9.93,2
337,9.66,8.78,2
338,9.66,11.6,2
339,9.68,11.5,2
340,9.69,9.84,2
341,9.7,9.75,2
342,9.73,9.91,2
343,9.74,10.8,2
344,9.75,11.6,2
345,9.76,8.92,2
346,9.76,8.7,2
347,9.77,9.26,2
348,9.8,10.7,2
349,9.85,11.1,2
350,9.88,10.2,2
351,9.97,10.9,2
352,9.99,9.59,2
353,10.0,9.16,2
354,10.1,9.33,2
355,10.1,11.3,2
356,10.1,10.7,2
357,10.1,9.77,2
358,10.1,10.4,2
359,10.1,11.0,2
360,10.1,8.64,2
361,10.2,9.5,2
362,10.2,9.61,2
363,10.2,9.64,2
364,10.3,10.9,2
365,10.4,9.3,2
366,10.4,11.4,2
367,10.4,9.06,2
368,10.4,10.7,2
369,10.5,11.6,2
370,10.5,11.5,2
371,10.5,11.4,2
372,10.5,9.71,2
373,10.7,10.1,2
374,10.7,9.86,2
375,10.7,10.6,2
376,10.8,11.4,2
377,10.8,11.3,2
378,10.8,8.44,2
379,10.8,11.1,2
380,11.0,11.0,2
381,11.0,9.31,2
382,11.0,9.24,2
383,11.0,11.4,2
384,11.0,9.17,2
385,11.0,11.2,2
386,11.1,9.46,2
387,11.5,9.7,2
388,11.5,10.1,2
389,11.5,10.5,2
390,11.5,11.3,2
391,11.7,9.37,2
393,11.8,9.59,2
394,11.8,10.2,2
395,12.0,11.6,2
396,12.0,9.31,2
397,12.1,9.71,2
398,12.1,9.78,2
399,12.3,9.59,2
