,0,1,cluster
0,-2.33,1.93,3
1,-2.28,4.62,3
2,-1.33,3.1,3
3,-1.05,-0.473,3
4,-0.884,4.33,3
5,-0.681,0.888,3
6,-0.571,3.58,3
7,-0.5,0.584,3
8,-0.426,-0.136,3
9,-0.19,0.555,3
10,0.00789,3.05,3
11,0.0224,1.25,3
12,0.0518,1.86,3
13,0.0811,4.41,3
14,0.0922,-0.812,3
15,0.103,2.18,3
16,0.131,3.12,3
17,0.17,2.96,3
18,0.181,2.19,3
19,0.197,2.98,3
20,0.262,-0.457,3
21,0.313,1.53,3
22,0.328,4.83,3
23,0.35,1.21,3
24,0.4,4.59,3
25,0.45,2.12,3
26,0.468,5.61,3
27,0.494,0.71,3
28,0.68,2.37,3
29,0.741,-0.214,3
30,0.803,3.26,3
31,0.842,0.0822,3
32,0.887,-2.0,3
33,0.942,2.42,3
34,0.97,3.69,3
35,1.1,0.219,3
36,1.13,5.81,3
37,1.17,2.6,3
38,1.28,3.51,3
39,1.3,3.3,3
40,1.31,1.31,3
41,1.32,1.1,3
42,1.35,3.75,3
44,1.42,-0.0732,3
45,1.46,4.17,3
46,1.48,-0.988,3
47,1.63,-0.457,3
48,1.64,-0.208,3
49,1.66,0.493,3
50,1.7,1.01,3
51,1.79,1.16,3
52,1.79,1.21,3
53,1.83,4.8,3
54,1.84,4.26,3
56,1.9,3.1,3
57,1.9,-0.488,3
58,2.14,1.03,3
59,2.14,3.57,3
60,2.18,3.09,3
62,2.23,4.78,3
63,2.25,4.13,3
65,2.32,2.53,3
67,2.36,4.26,3
70,2.45,1.53,3
71,2.57,0.529,3
72,2.58,3.51,3
74,2.6,3.3,3
76,2.66,0.953,3
77,2.68,1.13,3
80,2.8,1.09,3
81,2.82,3.58,3
83,2.92,0.124,3
90,3.08,-0.314,3
91,3.11,1.63,3
96,3.17,3.03,3
97,3.23,0.0245,3
108,3.47,1.65,3
111,3.55,-0.969,3
114,3.59,4.1,3
118,3.7,-2.02,3
123,3.74,1.3,3
125,3.76,2.33,3
126,3.83,3.32,3
127,3.83,-0.0631,3
129,3.85,2.48,3
131,3.87,0.187,3
132,3.88,-0.0465,3
142,4.05,1.83,3
161,4.35,2.62,3
163,4.41,2.32,3
164,4.41,-1.45,3
177,4.81,-0.637,3
182,4.96,1.41,3
185,5.11,1.96,3
188,5.27,2.27,3
207,5.95,0.899,3
227,6.41,1.14,3
239,6.67,1.81,3
