,0,1,cluster
0,-2.33,1.93,2
1,-2.28,4.62,2
2,-1.33,3.1,2
3,-1.05,-0.473,2
4,-0.884,4.33,2
5,-0.681,0.888,2
6,-0.571,3.58,2
7,-0.5,0.584,2
8,-0.426,-0.136,2
9,-0.19,0.555,2
10,0.00789,3.05,2
11,0.0224,1.25,2
12,0.0518,1.86,2
13,0.0811,4.41,2
14,0.0922,-0.812,2
15,0.103,2.18,2
16,0.131,3.12,2
17,0.17,2.96,2
18,0.181,2.19,2
19,0.197,2.98,2
20,0.262,-0.457,2
21,0.313,1.53,2
22,0.328,4.83,2
23,0.35,1.21,2
24,0.4,4.59,2
25,0.45,2.12,2
26,0.468,5.61,2
27,0.494,0.71,2
28,0.68,2.37,2
29,0.741,-0.214,2
30,0.803,3.26,2
31,0.842,0.0822,2
32,0.887,-2.0,2
33,0.942,2.42,2
34,0.97,3.69,2
35,1.1,0.219,2
36,1.13,5.81,2
37,1.17,2.6,2
38,1.28,3.51,2
39,1.3,3.3,2
40,1.31,1.31,2
41,1.32,1.1,2
42,1.35,3.75,2
44,1.42,-0.0732,2
45,1.46,4.17,2
46,1.48,-0.988,2
47,1.63,-0.457,2
48,1.64,-0.208,2
49,1.66,0.493,2
50,1.7,1.01,2
51,1.79,1.16,2
52,1.79,1.21,2
53,1.83,4.8,2
54,1.84,4.26,2
56,1.9,3.1,2
57,1.9,-0.488,2
58,2.14,1.03,2
59,2.14,3.57,2
60,2.18,3.09,2
62,2.23,4.78,2
63,2.25,4.13,2
65,2.32,2.53,2
67,2.36,4.26,2
70,2.45,1.53,2
71,2.57,0.529,2
72,2.58,3.51,2
74,2.6,3.3,2
76,2.66,0.953,2
77,2.68,1.13,2
80,2.8,1.09,2
81,2.82,3.58,2
83,2.92,0.124,2
90,3.08,-0.314,2
91,3.11,1.63,2
96,3.17,3.03,2
97,3.23,0.0245,2
108,3.47,1.65,2
111,3.55,-0.969,2
114,3.59,4.1,2
118,3.7,-2.02,2
123,3.74,1.3,2
125,3.76,2.33,2
126,3.83,3.32,2
127,3.83,-0.0631,2
129,3.85,2.48,2
131,3.87,0.187,2
132,3.88,-0.0465,2
142,4.05,1.83,2
161,4.35,2.62,2
163,4.41,2.32,2
164,4.41,-1.45,2
177,4.81,-0.637,2
181,4.95,5.23,2
182,4.96,1.41,2
185,5.11,1.96,2
188,5.27,2.27,2
207,5.95,0.899,2
227,6.41,1.14,2
239,6.67,1.81,2
