,0,1,cluster
0,-1.216708388,0.359463576,1
1,-1.159227867,-0.007681322,1
2,-1.15606684,0.062082876,1
3,-1.143912316,0.240586131,1
4,-1.126159533,0.008953551,1
5,-1.116624092,0.132131378,1
6,-1.111832831,0.128155778,1
7,-1.100341418,0.6698478,1
8,-1.095360478,0.200978991,1
9,-1.094110269,0.179210827,1
10,-1.088141508,0.287319503,1
11,-1.087966961,0.071120804,1
12,-1.072067087,0.111594296,1
13,-1.071020316,-0.046884128,1
14,-1.065362618,0.324047355,1
15,-1.055373468,0.0290727,1
16,-1.051843052,0.23876409,1
17,-1.048217196,0.368319353,1
18,-1.035218747,0.614681576,1
19,-1.03471814,0.109082326,1
20,-1.033918146,0.487823451,1
21,-1.032992471,0.329963645,1
22,-1.02953569,-0.0283129,1
23,-1.02721823,0.62534835,1
24,-1.023455146,0.093879953,1
25,-1.021193775,0.533154604,1
26,-1.019767288,-0.118218295,1
27,-1.018373517,0.025898271,1
28,-1.01115464,0.545344627,1
29,-1.009239064,0.174426896,1
30,-1.009164828,0.40133609,1
31,-1.008976644,0.290841711,1
32,-1.001496393,0.437108711,1
33,-1.000377688,0.301705937,1
34,-0.993974116,-0.027778405,1
35,-0.97621952,0.155456767,1
36,-0.975845434,0.406829279,1
37,-0.975745718,0.511949167,1
38,-0.968277741,0.540413642,1
39,-0.967115716,0.439597676,1
40,-0.958032871,0.336244969,1
41,-0.957903552,0.801301832,1
42,-0.953916229,0.384618859,1
43,-0.951583068,0.511633438,1
44,-0.948642882,0.138935914,1
45,-0.948336281,0.191586723,1
46,-0.946088295,0.337810133,1
47,-0.945037287,0.797267319,1
48,-0.944681274,0.349468358,1
49,-0.943906677,0.461285355,1
50,-0.943188815,0.154211997,1
51,-0.942656157,0.346944406,1
52,-0.942563404,0.353852531,1
53,-0.939697679,0.555956383,1
54,-0.939283795,0.304722452,1
55,-0.936909717,0.434384503,1
56,-0.935724419,0.413886761,1
57,-0.919493697,0.590565959,1
58,-0.919228761,0.39787086,1
59,-0.91252238,0.18553677,1
60,-0.910267871,0.372615567,1
61,-0.899984186,0.404445444,1
62,-0.899939136,0.260583293,1
63,-0.899564746,0.077501873,1
64,-0.895923178,0.479763517,1
65,-0.89537886,0.471302551,1
66,-0.890671172,0.150093261,1
67,-0.889456501,0.593012624,1
68,-0.884844005,0.774525742,1
69,-0.88108806,0.368655434,1
70,-0.876345219,0.594348711,1
71,-0.875064018,0.200046401,1
72,-0.873717303,-0.088453855,1
73,-0.871842694,0.590978138,1
74,-0.870559873,0.510501076,1
75,-0.864393755,0.576147429,1
76,-0.86435665,0.316321402,1
77,-0.863443064,0.216565135,1
78,-0.852724119,-0.078038957,1
79,-0.852351639,0.260018279,1
80,-0.852237828,0.13284817,1
81,-0.851586455,0.208204062,1
82,-0.847228143,0.563793312,1
83,-0.843763259,0.541633277,1
84,-0.843001106,0.256636237,1
85,-0.842835078,0.15223069,1
86,-0.839152049,0.660119495,1
87,-0.838942408,0.545413907,1
88,-0.831202479,0.670595391,1
89,-0.829497169,0.429514643,1
90,-0.827328182,0.498278063,1
91,-0.826586494,0.721439143,1
92,-0.826012274,0.670221881,1
93,-0.825159654,0.476014027,1
94,-0.819173802,0.818331562,1
95,-0.818627343,0.300596612,1
96,-0.812961456,0.243687822,1
97,-0.810060925,0.323728331,1
98,-0.809266258,0.381833542,1
99,-0.808276799,0.092447635,1
100,-0.805574525,0.573652774,1
101,-0.804021372,0.739757268,1
102,-0.80213147,0.190906228,1
103,-0.800558285,0.852439197,1
104,-0.798584601,0.314692403,1
105,-0.798290983,0.42835513,1
106,-0.796804671,0.65686817,1
107,-0.791667095,0.579864254,1
108,-0.786624431,0.558276818,1
109,-0.785920963,0.802404094,1
110,-0.781829013,0.463353443,1
111,-0.780445831,0.610847612,1
112,-0.779898297,0.509092863,1
113,-0.775975046,0.56301661,1
114,-0.77406588,0.778832909,1
115,-0.770925679,0.511233109,1
116,-0.769409892,0.485835524,1
117,-0.766150818,0.663211838,1
118,-0.751544927,0.568321614,1
119,-0.748397527,0.599262375,1
120,-0.738477974,0.763133878,1
121,-0.733810946,0.279946441,1
122,-0.719173779,0.537597601,1
123,-0.71110505,0.720732925,1
124,-0.702134513,0.593682094,1
125,-0.69705767,0.753392045,1
126,-0.694287613,0.940286031,1
127,-0.687891512,0.667757068,1
128,-0.686596125,0.793580814,1
129,-0.67692243,0.747148845,1
130,-0.671654944,0.699099043,1
131,-0.667929132,0.659064525,1
132,-0.663288852,0.740472685,1
133,-0.66172932,0.717233374,1
134,-0.657548192,0.755264429,1
135,-0.644347686,0.738247657,1
136,-0.636889406,0.805665644,1
137,-0.632189329,0.800829577,1
138,-0.630198536,0.795643909,1
139,-0.628826932,0.745303149,1
140,-0.622635978,0.810306272,1
141,-0.618122965,1.058844231,1
142,-0.610540122,0.649129942,1
143,-0.610454262,0.832560173,1
144,-0.601872404,0.817082985,1
145,-0.601792266,0.815883016,1
146,-0.60050138,0.828766845,1
147,-0.594791314,0.83544624,1
148,-0.592676766,0.8869535,1
149,-0.588104637,0.715025654,1
150,-0.584298897,0.610318595,1
151,-0.583148145,0.827264363,1
152,-0.563363994,0.94487955,1
153,-0.55624277,0.880079122,1
154,-0.551438501,1.02598538,1
155,-0.550719191,0.908441415,1
156,-0.548877714,0.887319517,1
157,-0.545664587,0.700928669,1
158,-0.545564821,0.738375981,1
159,-0.543996515,0.709952968,1
160,-0.542853934,0.923084162,1
161,-0.539549687,0.881931449,1
162,-0.531609415,0.738907818,1
163,-0.508276497,0.9062655,1
164,-0.503066587,0.830579696,1
165,-0.499624606,0.844089723,1
166,-0.499524312,0.952199743,1
167,-0.493270939,0.825136702,1
168,-0.488760185,0.895147471,1
169,-0.486615234,0.793332514,1
170,-0.482959361,1.030795973,1
171,-0.481568858,0.849532849,1
172,-0.480497123,0.912400684,1
173,-0.479366047,0.978654253,1
174,-0.466999388,0.633482686,1
175,-0.465096706,0.948540418,1
176,-0.462938093,0.632450676,1
177,-0.443438268,0.936767699,1
178,-0.442684682,0.736632243,1
179,-0.434754882,0.857894871,1
180,-0.420640008,0.967419468,1
181,-0.41506354,0.917127538,1
182,-0.391254702,0.929260757,1
183,-0.390732956,0.940978843,1
184,-0.387082442,0.669046021,1
185,-0.384673065,0.815358491,1
186,-0.383600206,0.827047182,1
187,-0.380403235,0.847064648,1
188,-0.35833791,0.84111889,1
189,-0.357533048,0.924678727,1
190,-0.353366908,0.812256838,1
191,-0.348981924,0.864064365,1
192,-0.33914663,0.907768552,1
193,-0.324649932,1.084864338,1
194,-0.322306432,1.004773381,1
195,-0.310636527,0.919145393,1
196,-0.306589148,0.753430813,1
197,-0.301525473,0.920199882,1
198,-0.283571343,0.840552054,1
199,-0.283403363,1.095657961,1
200,-0.283113926,0.75158663,1
201,-0.271769538,0.157434081,1
202,-0.270463847,0.985827761,1
203,-0.259517034,0.898752756,1
204,-0.25892997,1.00389982,1
205,-0.257339868,0.962260247,1
206,-0.255069707,0.990603385,1
207,-0.254569557,0.962318565,1
208,-0.235098714,1.131859035,1
209,-0.224471473,0.925436912,1
210,-0.207208543,0.751227201,1
211,-0.204382938,0.966911596,1
212,-0.204379458,0.832014482,1
213,-0.204091735,1.006652434,1
214,-0.201051567,0.974515388,1
215,-0.19370869,1.02353964,1
216,-0.188899988,0.961457368,1
217,-0.187109727,0.88573301,1
218,-0.186244047,0.925546691,1
219,-0.180330111,0.890705206,1
220,-0.171830369,1.066289072,1
221,-0.160305543,1.056570028,1
222,-0.151581224,0.901395496,1
223,-0.145404742,0.88736321,1
225,-0.144364079,1.085499636,1
226,-0.141713572,1.153081564,1
227,-0.131080849,0.943373894,1
228,-0.129764846,0.925109584,1
230,-0.124446917,0.546652913,1
231,-0.121417499,1.043675696,1
233,-0.11403593,1.182852204,1
236,-0.102264431,1.008182967,1
238,-0.091227771,0.921024518,1
242,-0.083539599,0.938401332,1
243,-0.083051858,1.019956972,1
246,-0.068599676,1.125035545,1
248,-0.058608135,1.196895079,1
251,-0.053575923,0.967313348,1
252,-0.052820111,1.003549166,1
256,-0.047865048,1.092067318,1
257,-0.047659475,1.013172225,1
258,-0.045577426,1.078044116,1
259,-0.041468814,0.928039681,1
261,-0.039964794,1.183791494,1
262,-0.036312604,1.056947565,1
264,-0.029439185,1.033621592,1
267,-0.023726135,1.084622799,1
271,-0.013157147,0.953758354,1
274,-0.008602893,1.066585039,1
275,-0.008081493,1.006545846,1
278,-0.002079125,1.132464566,1
279,4.69295e-05,0.9861793,1
280,0.00159925,1.191964322,1
283,0.006042956,1.037670204,1
284,0.013151321,1.088116116,1
