,0,1,cluster
224,-0.144941751,0.2324423,1
229,-0.124933563,0.431740998,1
230,-0.124446917,0.546652913,1
232,-0.115762307,0.339525492,1
234,-0.110369875,0.479524332,1
235,-0.10241308,0.384712743,1
237,-0.095857342,0.404574032,1
239,-0.087517762,0.05759671,1
240,-0.086947313,0.377059763,1
241,-0.086225914,0.43328972,1
244,-0.078979401,0.208117865,1
245,-0.076819466,0.420417284,1
247,-0.059449932,0.418432824,1
249,-0.058446845,0.01461189,1
250,-0.055025472,0.450027008,1
254,-0.051179983,0.392883288,1
255,-0.050224816,0.261124055,1
260,-0.041440269,0.462320976,1
263,-0.029549646,0.241859038,1
265,-0.028790251,0.254674191,1
266,-0.024443375,0.062637648,1
268,-0.023007629,0.505791909,1
269,-0.019526893,0.238527152,1
270,-0.015749557,0.008856954,1
272,-0.012096189,-0.058796195,1
273,-0.010638915,0.401108451,1
276,-0.007897312,0.499836098,1
277,-0.003214494,0.275032647,1
281,0.003142944,0.460465008,1
282,0.005507343,0.123478195,1
285,0.013826023,0.36497055,1
287,0.018751623,0.315423068,1
288,0.019450765,0.545776014,1
290,0.023233584,-0.017534934,1
291,0.024978168,0.267806082,1
292,0.027604449,0.294248326,1
293,0.028439595,0.393916958,1
294,0.030300519,0.182481753,1
295,0.031803718,0.421103327,1
296,0.032078512,0.343707114,1
297,0.036116255,0.021442036,1
298,0.03880948,0.080560981,1
299,0.039273763,-0.073597831,1
301,0.044860729,0.055722732,1
302,0.045477075,0.205027702,1
305,0.049460705,0.249734625,1
306,0.051818985,-0.146529571,1
309,0.056140712,0.084200644,1
311,0.062409411,0.331031568,1
312,0.062819512,0.177533756,1
316,0.071284393,0.220819631,1
317,0.07251794,0.048104859,1
319,0.076391587,0.160109428,1
320,0.078257422,0.303243601,1
321,0.078707092,0.274335926,1
322,0.08428115,0.290827825,1
324,0.086317214,0.061270144,1
325,0.087072982,0.583029757,1
326,0.088338135,-0.021323367,1
327,0.091329253,-0.201761125,1
328,0.093309818,0.181190567,1
329,0.094211692,-0.049835715,1
330,0.095042391,0.058631284,1
331,0.09579354,0.333904325,1
