,0,1,cluster
234,-0.087938063,0.510011906,1
235,-0.087241404,0.213796059,1
236,-0.083118518,0.392425682,1
237,-0.078153484,0.465643087,1
238,-0.073711122,0.314321098,1
239,-0.071118659,0.383624199,1
240,-0.067905738,0.413898446,1
244,-0.062082665,0.408595248,1
245,-0.059961593,0.42188947,1
247,-0.055309175,0.266412419,1
248,-0.051628688,0.400233606,1
252,-0.039162926,0.455330503,1
254,-0.032181666,0.055888159,1
255,-0.03182719,0.371714987,1
256,-0.030119169,0.272314331,1
257,-0.026082576,0.42839085,1
259,-0.023055984,0.338230484,1
263,-0.016073151,0.489781558,1
266,-0.007548469,0.423977911,1
268,-0.005635297,0.498087743,1
269,-0.004407552,0.793598857,1
271,-0.002978286,0.215460936,1
272,-0.00260312,0.233521936,1
274,0.001772843,0.001719583,1
275,0.002934213,0.211296453,1
276,0.003106642,0.284009186,1
277,0.004970267,0.432392065,1
278,0.006757254,0.072482196,1
279,0.006912068,0.189909916,1
280,0.007513475,0.047351574,1
282,0.010687473,0.382028449,1
283,0.013394016,0.368159334,1
284,0.014096412,0.52192853,1
285,0.020463561,1.002275721,1
286,0.020775874,0.939925998,1
287,0.022566939,0.388416903,1
288,0.024159508,0.414970458,1
289,0.028206212,0.25788949,1
290,0.035077702,0.186619747,1
291,0.037069799,0.963166237,1
292,0.037457182,0.298366076,1
293,0.03936455,0.226978861,1
294,0.040765415,-0.05973539,1
295,0.043169426,0.990951114,1
296,0.044319002,1.039452716,1
297,0.045028038,1.06454086,1
298,0.04767919,0.229761363,1
299,0.04773641,0.000620619,1
300,0.047784918,0.095222257,1
301,0.047890828,0.048006028,1
302,0.054299226,0.196875333,1
303,0.054469111,0.304782118,1
304,0.058702885,0.301221559,1
305,0.06176666,0.222599184,1
306,0.062285218,0.552126942,1
307,0.062697569,-0.08019986,1
308,0.062900519,0.962719957,1
309,0.063134285,1.020787547,1
310,0.064302365,0.302353177,1
311,0.064834432,0.049758787,1
312,0.065045769,0.086243581,1
313,0.068794003,0.274590692,1
314,0.068960153,0.18675218,1
315,0.070249297,0.349115551,1
316,0.071456628,0.160438757,1
317,0.071997816,0.625924872,1
318,0.072873074,0.919577337,1
319,0.07536498,0.92713453,1
320,0.07708252,0.039335596,1
321,0.077956101,0.236063382,1
322,0.079520087,0.986691626,1
323,0.082831486,0.293264091,1
324,0.083679006,-0.0791004,1
325,0.085664472,0.477561892,1
326,0.086647056,0.986282005,1
327,0.086877596,0.216250992,1
328,0.087379826,0.165433489,1
329,0.090678323,0.072915584,1
330,0.091976742,0.344476566,1
331,0.092544951,0.177282408,1
332,0.092815979,0.934348689,1
333,0.103132761,1.018706717,1
334,0.103240783,0.013665721,1
335,0.103438964,1.045556844,1
336,0.103504793,-0.031954118,1
337,0.107505131,0.026174797,1
338,0.108212873,0.911390776,1
339,0.109189893,0.617703119,1
340,0.109836081,0.102783364,1
341,0.10985783,0.02213075,1
342,0.110795417,1.168786808,1
343,0.111141005,0.937458562,1
344,0.112074411,0.024544689,1
345,0.11307713,0.150652435,1
346,0.113636352,-0.160365265,1
347,0.115968602,-0.316664128,1
348,0.120112934,0.000433838,1
349,0.123388142,0.111783406,1
350,0.125486353,0.390902619,1
351,0.125914106,-0.067418785,1
352,0.12903582,1.069570494,1
353,0.130295062,-0.016438736,1
354,0.13191759,0.904025937,1
355,0.133767268,0.998656563,1
356,0.138139025,0.940341933,1
357,0.139749236,-0.15622397,1
358,0.141720256,-0.136615601,1
359,0.142474604,0.05705175,1
360,0.147373668,1.119197471,1
361,0.148984825,-0.106273203,1
362,0.150004255,-0.211053883,1
363,0.152207545,0.415074387,1
364,0.159761878,-0.167036789,1
365,0.163129145,1.085475347,1
366,0.16326799,0.030140766,1
367,0.164205888,0.269991886,1
368,0.165179538,0.165720923,1
369,0.167011457,0.979388604,1
370,0.167369782,-0.127275937,1
371,0.171073996,0.206248499,1
372,0.171345138,0.070593462,1
373,0.17337572,0.837250537,1
374,0.174485619,0.932202883,1
375,0.175993695,-0.165006397,1
376,0.176737393,1.032384936,1
377,0.177811226,0.838322581,1
378,0.178230417,0.968870751,1
379,0.179509989,-0.087311563,1
380,0.179732612,-0.001774653,1
381,0.182041469,0.817861766,1
382,0.183974924,0.034598343,1
383,0.184661702,-0.119106485,1
384,0.190131518,0.972097224,1
385,0.193284045,0.003074099,1
386,0.194433602,0.935434006,1
387,0.195932908,0.04504767,1
388,0.196016146,-0.16859494,1
389,0.196251754,0.174641608,1
390,0.202931262,-0.192074212,1
391,0.20408925,-0.287284716,1
392,0.205621003,-0.003050458,1
393,0.212924992,-0.216539121,1
394,0.214965919,0.989807588,1
395,0.217795908,-0.159872067,1
396,0.219573793,0.267206216,1
397,0.221805315,0.958101184,1
398,0.22209714,-0.013825044,1
399,0.223130013,0.90757412,1
400,0.224288977,-0.221072463,1
401,0.224501437,-0.197533174,1
402,0.226816061,0.876860209,1
403,0.229131064,1.007503141,1
404,0.229352161,-0.14756062,1
405,0.230896973,-0.059508587,1
406,0.236457346,0.984588353,1
407,0.236462204,-0.071028254,1
408,0.237048604,0.029708845,1
409,0.23813546,0.989653454,1
410,0.246340186,-0.020293782,1
411,0.246788322,0.975809759,1
412,0.249522599,0.227174147,1
413,0.25508875,1.021484971,1
414,0.257580422,-0.218114174,1
415,0.260272989,0.93953523,1
416,0.269843612,-0.074781338,1
417,0.285823987,-0.128900326,1
418,0.286438982,0.841017852,1
419,0.290043863,0.063464052,1
420,0.297332594,0.890731297,1
421,0.299006571,-0.17088304,1
422,0.303714828,-0.139890628,1
423,0.30851828,-0.132504302,1
424,0.312512987,-0.163925169,1
425,0.319034028,0.869166944,1
426,0.319431024,0.872912239,1
427,0.322156066,-0.182941335,1
428,0.327608258,0.996010013,1
429,0.330167536,1.106016666,1
430,0.331828872,0.94265012,1
431,0.332111015,-0.387597284,1
432,0.334903426,-0.291174103,1
433,0.336230229,-0.31589267,1
434,0.336972265,-0.303695833,1
435,0.338672105,1.151798799,1
436,0.339668404,-0.385810369,1
437,0.341580958,-0.072803671,1
438,0.342919819,-0.352733479,1
439,0.34433545,-0.287694496,1
440,0.348614398,-0.197416617,1
441,0.355988375,0.981024504,1
442,0.357277686,0.983387097,1
443,0.358751327,-0.195212572,1
444,0.359315973,1.012594391,1
445,0.35998081,0.884673635,1
446,0.360618474,-0.267589125,1
447,0.362292438,-0.331087496,1
448,0.368442335,0.856259195,1
449,0.369486799,-0.276846992,1
450,0.371409637,-0.327026412,1
451,0.373683017,-0.32310272,1
452,0.374322853,0.910449756,1
453,0.378949587,-0.264539463,1
454,0.384263731,0.976920426,1
455,0.384349485,-0.371050074,1
456,0.390348205,0.951262989,1
457,0.391430105,-0.284222225,1
458,0.39466707,0.955004828,1
459,0.402153821,0.946938358,1
460,0.403246867,0.890612871,1
461,0.404917748,0.880743752,1
462,0.407408051,0.973900908,1
463,0.408199124,0.925529892,1
464,0.409550805,-0.428908933,1
465,0.413464633,0.989599633,1
466,0.413706382,0.989626248,1
467,0.418652281,1.135078985,1
468,0.418951608,0.961207044,1
469,0.420027046,-0.315788925,1
470,0.421740457,-0.168035258,1
471,0.421826947,-0.35808929,1
472,0.425997049,1.065984333,1
473,0.429840923,0.870672652,1
474,0.430240159,0.89655649,1
475,0.434649234,-0.261484011,1
476,0.434891652,-0.415658107,1
477,0.435924093,0.959942643,1
478,0.436190943,-0.445186486,1
479,0.438475809,0.897989877,1
480,0.44048307,-0.113062965,1
481,0.447496115,-0.346741273,1
482,0.448501469,-0.323350173,1
483,0.449342184,-0.377701155,1
484,0.45218919,0.982880131,1
485,0.457426655,-0.220881555,1
486,0.462740237,-0.48728284,1
487,0.463306544,-0.357729342,1
488,0.466174262,0.88000245,1
489,0.471927607,0.998927669,1
490,0.474279577,0.829884349,1
491,0.474851792,-0.383832001,1
492,0.480032516,0.78472157,1
493,0.488564277,-0.337876433,1
494,0.489879076,-0.264497722,1
