,0,1,cluster
555,0.655232127,-0.502734456,0
557,0.655653315,-0.502675549,0
558,0.66154072,-0.479305463,0
559,0.66442721,-0.463708184,0
560,0.667024263,-0.450293509,0
561,0.667829325,-0.453887573,0
562,0.668113107,-0.511015049,0
563,0.669725526,-0.436122775,0
564,0.671328793,-0.476485959,0
570,0.685496736,-0.434321601,0
574,0.700091777,-0.438252494,0
576,0.704721242,-0.322321625,0
581,0.713000861,-0.447872356,0
584,0.721549929,-0.453369346,0
585,0.722251074,-0.453596178,0
589,0.733619914,-0.452328518,0
595,0.743965662,-0.493336279,0
604,0.778860293,-0.346492209,0
605,0.779794469,-0.501231714,0
607,0.780992781,-0.483040706,0
611,0.786336041,-0.453580832,0
612,0.787179461,-0.384384423,0
616,0.796100963,-0.641176835,0
618,0.798697052,-0.607074148,0
620,0.800617434,-0.570538974,0
624,0.806574077,-0.456534997,0
627,0.810674774,-0.453405662,0
630,0.819769511,-0.443733221,0
631,0.820307051,-0.409668409,0
635,0.826004097,-0.448151106,0
637,0.83702365,-0.500043389,0
638,0.838176633,-0.499246998,0
641,0.853984149,-0.481910139,0
645,0.859505423,-0.572075535,0
647,0.861262437,-0.526964234,0
648,0.863420269,-0.581186766,0
649,0.866957184,-0.498732178,0
650,0.868782349,-0.384228083,0
651,0.869470837,-0.37502835,0
652,0.872624958,-0.495798192,0
657,0.876946496,-0.536593952,0
659,0.881303282,-0.639186863,0
661,0.884386176,-0.493990764,0
662,0.887264745,-0.475819194,0
666,0.888755161,-0.560785428,0
670,0.895692168,-0.558199951,0
672,0.898966697,-0.471293362,0
674,0.902950089,-0.424099691,0
684,0.926494014,-0.469782157,0
685,0.926737025,-0.548859421,0
688,0.932965898,0.002212976,0
689,0.938745933,0.049220716,0
690,0.940413288,-0.51708167,0
694,0.955004178,-0.526442456,0
695,0.955915693,-0.487300921,0
697,0.958385659,-0.556575797,0
699,0.959698365,0.077419995,0
700,0.969740358,-0.527362138,0
702,0.971556062,-0.525364901,0
704,0.971980465,0.107997299,0
705,0.973953341,-0.01244532,0
706,0.974478822,-0.502362094,0
707,0.974774666,0.033931309,0
708,0.976443886,-0.000482391,0
709,0.976492956,-0.443351948,0
710,0.978338499,-0.123914394,0
712,0.982441467,-0.575706453,0
714,0.985413414,0.161027972,0
717,0.98757832,-0.223371488,0
719,0.989460674,0.084212146,0
722,0.990891715,-0.632199121,0
723,0.992060937,-0.607686997,0
724,0.994514512,-0.53593482,0
727,1.005192589,-0.464746711,0
729,1.008710919,0.092864021,0
730,1.010577171,0.179249985,0
731,1.010734439,-0.591988712,0
733,1.0119001,0.168469681,0
734,1.012848313,0.004718054,0
735,1.014569053,0.102506402,0
736,1.018088305,0.241335903,0
739,1.021806445,0.103740205,0
740,1.021812121,0.080894988,0
742,1.022826888,-0.505896046,0
743,1.028126942,0.169685675,0
744,1.039294812,0.034327526,0
745,1.044970853,-0.384813719,0
746,1.060274742,0.14419422,0
748,1.06256881,-0.452544349,0
749,1.063250387,-0.548970501,0
750,1.06452533,-0.481547864,0
751,1.066497185,-0.390549294,0
753,1.068373335,0.199949338,0
754,1.068655881,0.271541898,0
755,1.06923052,-0.497553648,0
756,1.071587375,0.217281393,0
757,1.071747021,-0.431648918,0
758,1.072128676,0.048114579,0
759,1.072354672,0.245819437,0
760,1.07532738,0.099223952,0
761,1.083677478,-0.487199706,0
762,1.09744815,-0.539047042,0
763,1.100874762,-0.476133617,0
764,1.102625987,0.324031451,0
765,1.103904999,-0.507874997,0
766,1.104457177,-0.505195624,0
767,1.108413181,-0.499815047,0
768,1.117815879,-0.458421864,0
769,1.131290709,-0.558198062,0
770,1.139739875,-0.600641984,0
771,1.141395583,-0.604354116,0
772,1.144337564,-0.394414107,0
773,1.144420645,-0.522467666,0
774,1.144876812,-0.514895328,0
775,1.162161624,-0.513932431,0
776,1.163784607,-0.576459747,0
777,1.173406638,-0.316978316,0
