,0,1,cluster
427,0.322156066,-0.182941335,1
431,0.332111015,-0.387597284,1
432,0.334903426,-0.291174103,1
433,0.336230229,-0.31589267,1
434,0.336972265,-0.303695833,1
436,0.339668404,-0.385810369,1
438,0.342919819,-0.352733479,1
439,0.34433545,-0.287694496,1
440,0.348614398,-0.197416617,1
443,0.358751327,-0.195212572,1
446,0.360618474,-0.267589125,1
447,0.362292438,-0.331087496,1
449,0.369486799,-0.276846992,1
450,0.371409637,-0.327026412,1
451,0.373683017,-0.32310272,1
453,0.378949587,-0.264539463,1
455,0.384349485,-0.371050074,1
457,0.391430105,-0.284222225,1
464,0.409550805,-0.428908933,1
469,0.420027046,-0.315788925,1
470,0.421740457,-0.168035258,1
471,0.421826947,-0.35808929,1
475,0.434649234,-0.261484011,1
476,0.434891652,-0.415658107,1
478,0.436190943,-0.445186486,1
480,0.44048307,-0.113062965,1
481,0.447496115,-0.346741273,1
482,0.448501469,-0.323350173,1
483,0.449342184,-0.377701155,1
485,0.457426655,-0.220881555,1
486,0.462740237,-0.48728284,1
487,0.463306544,-0.357729342,1
491,0.474851792,-0.383832001,1
493,0.488564277,-0.337876433,1
494,0.489879076,-0.264497722,1
495,0.490037442,-0.292122098,1
496,0.491312899,-0.355087771,1
498,0.497614911,-0.383780742,1
500,0.499733997,-0.252158554,1
501,0.501382689,-0.268096597,1
502,0.508186891,-0.374409475,1
504,0.510744839,-0.362745537,1
506,0.516816152,-0.471587268,1
508,0.523106361,-0.475221417,1
517,0.543963539,-0.383343766,1
518,0.546344665,-0.274383875,1
519,0.548580858,-0.324305101,1
520,0.551516764,-0.395494503,1
522,0.556140181,-0.456266061,1
524,0.562576127,-0.33947661,1
525,0.566316115,-0.37677403,1
526,0.567492483,-0.298916833,1
527,0.568971655,-0.382916559,1
528,0.574841371,-0.46203938,1
534,0.599171221,-0.369762273,1
540,0.612861009,-0.376547032,1
541,0.614301549,-0.455703153,1
544,0.621789349,-0.443236946,1
548,0.642324897,-0.382887189,1
550,0.644788252,-0.396132123,1
553,0.65212021,-0.298403964,1
555,0.655232127,-0.502734456,1
557,0.655653315,-0.502675549,1
558,0.66154072,-0.479305463,1
559,0.66442721,-0.463708184,1
560,0.667024263,-0.450293509,1
561,0.667829325,-0.453887573,1
562,0.668113107,-0.511015049,1
563,0.669725526,-0.436122775,1
564,0.671328793,-0.476485959,1
570,0.685496736,-0.434321601,1
573,0.69866779,0.492202134,1
574,0.700091777,-0.438252494,1
575,0.701765494,0.483045874,1
576,0.704721242,-0.322321625,1
578,0.709213942,0.547811252,1
581,0.713000861,-0.447872356,1
583,0.719905542,0.50716436,1
584,0.721549929,-0.453369346,1
585,0.722251074,-0.453596178,1
589,0.733619914,-0.452328518,1
590,0.733829543,0.589636068,1
591,0.733843934,0.632724084,1
593,0.73839506,0.70900943,1
594,0.743265071,0.701004585,1
595,0.743965662,-0.493336279,1
596,0.744900754,0.683631876,1
597,0.744981029,0.596287512,1
598,0.756061402,0.681074095,1
599,0.756799832,0.57338195,1
600,0.764783692,0.733432871,1
601,0.764837148,0.487150728,1
602,0.772113171,0.587523038,1
603,0.773968106,0.618805894,1
604,0.778860293,-0.346492209,1
605,0.779794469,-0.501231714,1
606,0.780019318,0.568685018,1
607,0.780992781,-0.483040706,1
608,0.785207481,0.730150446,1
609,0.785424125,0.705471058,1
611,0.786336041,-0.453580832,1
612,0.787179461,-0.384384423,1
613,0.788206009,0.171401462,1
614,0.789618355,0.306985822,1
615,0.791415438,0.60514211,1
616,0.796100963,-0.641176835,1
617,0.798231861,0.358566029,1
618,0.798697052,-0.607074148,1
619,0.800232319,0.650585763,1
620,0.800617434,-0.570538974,1
621,0.801068493,0.511741583,1
622,0.804827256,0.668053163,1
623,0.805829449,0.505094598,1
624,0.806574077,-0.456534997,1
625,0.808847546,0.695927485,1
626,0.808944369,0.308814885,1
627,0.810674774,-0.453405662,1
628,0.814164216,0.057477821,1
629,0.81588425,0.615924584,1
630,0.819769511,-0.443733221,1
631,0.820307051,-0.409668409,1
632,0.823688362,0.477096355,1
633,0.824703842,0.536007684,1
634,0.8253502,0.458153147,1
635,0.826004097,-0.448151106,1
636,0.829565323,0.461134693,1
637,0.83702365,-0.500043389,1
638,0.838176633,-0.499246998,1
639,0.844401007,0.689411843,1
640,0.844930698,0.249775387,1
641,0.853984149,-0.481910139,1
642,0.858112127,0.338416116,1
643,0.858272827,0.685588886,1
644,0.859177152,0.329427948,1
645,0.859505423,-0.572075535,1
646,0.861069931,0.680011469,1
647,0.861262437,-0.526964234,1
648,0.863420269,-0.581186766,1
649,0.866957184,-0.498732178,1
650,0.868782349,-0.384228083,1
651,0.869470837,-0.37502835,1
652,0.872624958,-0.495798192,1
653,0.874085475,0.253794069,1
654,0.875329701,0.647785741,1
655,0.875760746,0.326428702,1
656,0.875782446,0.238320359,1
657,0.876946496,-0.536593952,1
658,0.877400349,0.446193214,1
659,0.881303282,-0.639186863,1
660,0.882342608,0.508583461,1
661,0.884386176,-0.493990764,1
662,0.887264745,-0.475819194,1
663,0.88753231,0.482167028,1
664,0.888210113,0.373246464,1
665,0.888300734,0.228699754,1
666,0.888755161,-0.560785428,1
667,0.889760398,0.571383395,1
