,0,1,cluster
217,-0.189060313,0.201772539,1
234,-0.087938063,0.510011906,1
235,-0.087241404,0.213796059,1
236,-0.083118518,0.392425682,1
237,-0.078153484,0.465643087,1
238,-0.073711122,0.314321098,1
239,-0.071118659,0.383624199,1
240,-0.067905738,0.413898446,1
244,-0.062082665,0.408595248,1
245,-0.059961593,0.42188947,1
247,-0.055309175,0.266412419,1
248,-0.051628688,0.400233606,1
252,-0.039162926,0.455330503,1
254,-0.032181666,0.055888159,1
255,-0.03182719,0.371714987,1
256,-0.030119169,0.272314331,1
257,-0.026082576,0.42839085,1
259,-0.023055984,0.338230484,1
263,-0.016073151,0.489781558,1
266,-0.007548469,0.423977911,1
268,-0.005635297,0.498087743,1
271,-0.002978286,0.215460936,1
272,-0.00260312,0.233521936,1
274,0.001772843,0.001719583,1
275,0.002934213,0.211296453,1
276,0.003106642,0.284009186,1
277,0.004970267,0.432392065,1
278,0.006757254,0.072482196,1
279,0.006912068,0.189909916,1
280,0.007513475,0.047351574,1
282,0.010687473,0.382028449,1
283,0.013394016,0.368159334,1
284,0.014096412,0.52192853,1
287,0.022566939,0.388416903,1
288,0.024159508,0.414970458,1
289,0.028206212,0.25788949,1
290,0.035077702,0.186619747,1
292,0.037457182,0.298366076,1
293,0.03936455,0.226978861,1
294,0.040765415,-0.05973539,1
298,0.04767919,0.229761363,1
299,0.04773641,0.000620619,1
300,0.047784918,0.095222257,1
301,0.047890828,0.048006028,1
302,0.054299226,0.196875333,1
303,0.054469111,0.304782118,1
304,0.058702885,0.301221559,1
305,0.06176666,0.222599184,1
306,0.062285218,0.552126942,1
307,0.062697569,-0.08019986,1
310,0.064302365,0.302353177,1
311,0.064834432,0.049758787,1
312,0.065045769,0.086243581,1
313,0.068794003,0.274590692,1
314,0.068960153,0.18675218,1
315,0.070249297,0.349115551,1
316,0.071456628,0.160438757,1
317,0.071997816,0.625924872,1
320,0.07708252,0.039335596,1
321,0.077956101,0.236063382,1
323,0.082831486,0.293264091,1
324,0.083679006,-0.0791004,1
325,0.085664472,0.477561892,1
327,0.086877596,0.216250992,1
328,0.087379826,0.165433489,1
329,0.090678323,0.072915584,1
330,0.091976742,0.344476566,1
331,0.092544951,0.177282408,1
334,0.103240783,0.013665721,1
336,0.103504793,-0.031954118,1
337,0.107505131,0.026174797,1
339,0.109189893,0.617703119,1
340,0.109836081,0.102783364,1
341,0.10985783,0.02213075,1
344,0.112074411,0.024544689,1
345,0.11307713,0.150652435,1
346,0.113636352,-0.160365265,1
347,0.115968602,-0.316664128,1
348,0.120112934,0.000433838,1
349,0.123388142,0.111783406,1
350,0.125486353,0.390902619,1
351,0.125914106,-0.067418785,1
353,0.130295062,-0.016438736,1
357,0.139749236,-0.15622397,1
358,0.141720256,-0.136615601,1
359,0.142474604,0.05705175,1
361,0.148984825,-0.106273203,1
362,0.150004255,-0.211053883,1
363,0.152207545,0.415074387,1
364,0.159761878,-0.167036789,1
366,0.16326799,0.030140766,1
367,0.164205888,0.269991886,1
368,0.165179538,0.165720923,1
370,0.167369782,-0.127275937,1
371,0.171073996,0.206248499,1
372,0.171345138,0.070593462,1
375,0.175993695,-0.165006397,1
379,0.179509989,-0.087311563,1
380,0.179732612,-0.001774653,1
382,0.183974924,0.034598343,1
383,0.184661702,-0.119106485,1
385,0.193284045,0.003074099,1
387,0.195932908,0.04504767,1
388,0.196016146,-0.16859494,1
389,0.196251754,0.174641608,1
390,0.202931262,-0.192074212,1
391,0.20408925,-0.287284716,1
392,0.205621003,-0.003050458,1
393,0.212924992,-0.216539121,1
395,0.217795908,-0.159872067,1
396,0.219573793,0.267206216,1
398,0.22209714,-0.013825044,1
400,0.224288977,-0.221072463,1
401,0.224501437,-0.197533174,1
404,0.229352161,-0.14756062,1
405,0.230896973,-0.059508587,1
407,0.236462204,-0.071028254,1
408,0.237048604,0.029708845,1
410,0.246340186,-0.020293782,1
412,0.249522599,0.227174147,1
414,0.257580422,-0.218114174,1
416,0.269843612,-0.074781338,1
417,0.285823987,-0.128900326,1
419,0.290043863,0.063464052,1
421,0.299006571,-0.17088304,1
422,0.303714828,-0.139890628,1
423,0.30851828,-0.132504302,1
424,0.312512987,-0.163925169,1
427,0.322156066,-0.182941335,1
431,0.332111015,-0.387597284,1
432,0.334903426,-0.291174103,1
433,0.336230229,-0.31589267,1
434,0.336972265,-0.303695833,1
436,0.339668404,-0.385810369,1
437,0.341580958,-0.072803671,1
438,0.342919819,-0.352733479,1
439,0.34433545,-0.287694496,1
440,0.348614398,-0.197416617,1
443,0.358751327,-0.195212572,1
446,0.360618474,-0.267589125,1
447,0.362292438,-0.331087496,1
449,0.369486799,-0.276846992,1
450,0.371409637,-0.327026412,1
451,0.373683017,-0.32310272,1
453,0.378949587,-0.264539463,1
455,0.384349485,-0.371050074,1
457,0.391430105,-0.284222225,1
464,0.409550805,-0.428908933,1
469,0.420027046,-0.315788925,1
470,0.421740457,-0.168035258,1
471,0.421826947,-0.35808929,1
475,0.434649234,-0.261484011,1
476,0.434891652,-0.415658107,1
478,0.436190943,-0.445186486,1
480,0.44048307,-0.113062965,1
481,0.447496115,-0.346741273,1
482,0.448501469,-0.323350173,1
483,0.449342184,-0.377701155,1
485,0.457426655,-0.220881555,1
486,0.462740237,-0.48728284,1
487,0.463306544,-0.357729342,1
491,0.474851792,-0.383832001,1
493,0.488564277,-0.337876433,1
494,0.489879076,-0.264497722,1
495,0.490037442,-0.292122098,1
496,0.491312899,-0.355087771,1
498,0.497614911,-0.383780742,1
500,0.499733997,-0.252158554,1
501,0.501382689,-0.268096597,1
502,0.508186891,-0.374409475,1
504,0.510744839,-0.362745537,1
506,0.516816152,-0.471587268,1
508,0.523106361,-0.475221417,1
517,0.543963539,-0.383343766,1
518,0.546344665,-0.274383875,1
519,0.548580858,-0.324305101,1
520,0.551516764,-0.395494503,1
522,0.556140181,-0.456266061,1
524,0.562576127,-0.33947661,1
525,0.566316115,-0.37677403,1
526,0.567492483,-0.298916833,1
527,0.568971655,-0.382916559,1
528,0.574841371,-0.46203938,1
534,0.599171221,-0.369762273,1
540,0.612861009,-0.376547032,1
541,0.614301549,-0.455703153,1
544,0.621789349,-0.443236946,1
548,0.642324897,-0.382887189,1
550,0.644788252,-0.396132123,1
553,0.65212021,-0.298403964,1
555,0.655232127,-0.502734456,1
557,0.655653315,-0.502675549,1
558,0.66154072,-0.479305463,1
559,0.66442721,-0.463708184,1
560,0.667024263,-0.450293509,1
561,0.667829325,-0.453887573,1
562,0.668113107,-0.511015049,1
563,0.669725526,-0.436122775,1
564,0.671328793,-0.476485959,1
570,0.685496736,-0.434321601,1
574,0.700091777,-0.438252494,1
576,0.704721242,-0.322321625,1
581,0.713000861,-0.447872356,1
584,0.721549929,-0.453369346,1
585,0.722251074,-0.453596178,1
589,0.733619914,-0.452328518,1
595,0.743965662,-0.493336279,1
604,0.778860293,-0.346492209,1
605,0.779794469,-0.501231714,1
607,0.780992781,-0.483040706,1
611,0.786336041,-0.453580832,1
612,0.787179461,-0.384384423,1
616,0.796100963,-0.641176835,1
618,0.798697052,-0.607074148,1
620,0.800617434,-0.570538974,1
624,0.806574077,-0.456534997,1
627,0.810674774,-0.453405662,1
630,0.819769511,-0.443733221,1
631,0.820307051,-0.409668409,1
635,0.826004097,-0.448151106,1
637,0.83702365,-0.500043389,1
638,0.838176633,-0.499246998,1
641,0.853984149,-0.481910139,1
645,0.859505423,-0.572075535,1
647,0.861262437,-0.526964234,1
648,0.863420269,-0.581186766,1
649,0.866957184,-0.498732178,1
650,0.868782349,-0.384228083,1
651,0.869470837,-0.37502835,1
652,0.872624958,-0.495798192,1
657,0.876946496,-0.536593952,1
659,0.881303282,-0.639186863,1
661,0.884386176,-0.493990764,1
662,0.887264745,-0.475819194,1
666,0.888755161,-0.560785428,1
670,0.895692168,-0.558199951,1
672,0.898966697,-0.471293362,1
674,0.902950089,-0.424099691,1
684,0.926494014,-0.469782157,1
685,0.926737025,-0.548859421,1
690,0.940413288,-0.51708167,1
694,0.955004178,-0.526442456,1
695,0.955915693,-0.487300921,1
697,0.958385659,-0.556575797,1
700,0.969740358,-0.527362138,1
702,0.971556062,-0.525364901,1
706,0.974478822,-0.502362094,1
709,0.976492956,-0.443351948,1
712,0.982441467,-0.575706453,1
722,0.990891715,-0.632199121,1
723,0.992060937,-0.607686997,1
724,0.994514512,-0.53593482,1
727,1.005192589,-0.464746711,1
731,1.010734439,-0.591988712,1
742,1.022826888,-0.505896046,1
745,1.044970853,-0.384813719,1
748,1.06256881,-0.452544349,1
749,1.063250387,-0.548970501,1
750,1.06452533,-0.481547864,1
751,1.066497185,-0.390549294,1
755,1.06923052,-0.497553648,1
757,1.071747021,-0.431648918,1
761,1.083677478,-0.487199706,1
762,1.09744815,-0.539047042,1
763,1.100874762,-0.476133617,1
765,1.103904999,-0.507874997,1
766,1.104457177,-0.505195624,1
767,1.108413181,-0.499815047,1
768,1.117815879,-0.458421864,1
769,1.131290709,-0.558198062,1
770,1.139739875,-0.600641984,1
771,1.141395583,-0.604354116,1
772,1.144337564,-0.394414107,1
773,1.144420645,-0.522467666,1
774,1.144876812,-0.514895328,1
775,1.162161624,-0.513932431,1
776,1.163784607,-0.576459747,1
777,1.173406638,-0.316978316,1
778,1.174744704,-0.43296918,1
779,1.177622715,-0.500082496,1
780,1.184545117,-0.464202984,1
781,1.188295112,-0.439310869,1
782,1.190566742,-0.42086095,1
783,1.193156916,-0.605228979,1
784,1.197108215,-0.413300855,1
785,1.204029734,-0.434119748,1
786,1.204741893,-0.604024334,1
787,1.207793849,-0.320929202,1
788,1.209967435,-0.443292595,1
789,1.212335349,-0.68291844,1
790,1.216386102,-0.380634744,1
791,1.216907715,-0.355069847,1
792,1.217211499,-0.369685827,1
793,1.248713573,-0.53965938,1
794,1.260569473,-0.56776941,1
795,1.265876018,-0.489618094,1
796,1.270197917,-0.455133121,1
797,1.289827102,-0.47312746,1
798,1.290840556,-0.452000332,1
799,1.293186588,-0.524686211,1
800,1.307539607,-0.331730245,1
801,1.308142977,-0.48724177,1
802,1.309333324,-0.576926653,1
803,1.310479905,-0.489978827,1
804,1.314502961,-0.529467763,1
805,1.316277021,-0.489166763,1
806,1.334054391,-0.393252628,1
807,1.351743966,-0.303357333,1
808,1.351812058,-0.462689303,1
809,1.358688682,-0.390222213,1
810,1.387186241,-0.432812645,1
811,1.387297387,-0.439337407,1
812,1.38957894,-0.485979859,1
813,1.39464033,-0.364729755,1
814,1.399147767,-0.360694204,1
815,1.401051486,-0.392575299,1
816,1.408197912,-0.519781523,1
817,1.412714476,-0.344513253,1
818,1.414460526,-0.430595321,1
819,1.422447556,-0.355785861,1
820,1.426004812,-0.423118409,1
821,1.434146984,-0.443714682,1
822,1.445974833,-0.402843005,1
823,1.45173025,-0.396590919,1
824,1.452778113,-0.403817104,1
825,1.458142981,-0.274932173,1
826,1.459610343,-0.494420607,1
827,1.461061522,-0.398179633,1
828,1.463876615,-0.457382251,1
829,1.470214313,-0.315676428,1
830,1.478209247,-0.350469641,1
831,1.480194515,-0.250254682,1
832,1.480608694,-0.235903492,1
833,1.488922351,-0.294732741,1
834,1.494134478,-0.423006048,1
835,1.499647329,-0.454765436,1
836,1.499650107,-0.334708493,1
837,1.510192812,-0.326256051,1
838,1.515718844,-0.456594063,1
839,1.52124054,-0.283605966,1
840,1.541348302,-0.228366069,1
841,1.54384341,-0.275349407,1
842,1.549804546,-0.141738853,1
843,1.553679201,-0.344434751,1
844,1.554754962,-0.280178202,1
845,1.557874799,-0.334381231,1
846,1.563153617,-0.484731149,1
847,1.564794,-0.295848415,1
848,1.570670386,-0.373403222,1
849,1.572737978,-0.162802338,1
850,1.57291122,-0.313947758,1
