,0,1,cluster
91,7.31,9.8,0
95,7.56,10.2,0
98,8.04,11.0,0
99,8.18,10.3,0
100,8.23,9.7,0
103,8.31,9.69,0
104,8.5,8.81,0
105,8.55,11.6,0
107,8.71,10.9,0
108,8.72,11.4,0
109,8.79,10.4,0
111,8.83,9.63,0
112,8.86,13.0,0
113,8.86,10.4,0
114,8.9,9.35,0
115,8.96,9.44,0
116,9.08,10.1,0
117,9.09,10.6,0
118,9.12,11.8,0
119,9.2,11.2,0
120,9.23,10.6,0
121,9.31,8.7,0
122,9.31,10.1,0
123,9.35,10.4,0
124,9.38,10.2,0
125,9.41,8.9,0
126,9.42,10.1,0
127,9.42,9.92,0
128,9.43,11.1,0
129,9.45,10.3,0
130,9.48,9.45,0
131,9.51,10.4,0
132,9.54,9.62,0
133,9.59,9.95,0
134,9.6,9.02,0
135,9.63,8.63,0
136,9.63,9.93,0
137,9.66,8.78,0
138,9.66,11.6,0
139,9.68,11.5,0
140,9.69,9.84,0
141,9.7,9.75,0
142,9.73,9.91,0
143,9.74,10.8,0
144,9.75,11.6,0
145,9.76,8.92,0
146,9.76,8.7,0
147,9.77,9.26,0
148,9.8,10.7,0
149,9.85,11.1,0
150,9.88,10.2,0
151,9.97,10.9,0
152,9.99,9.59,0
153,10.0,9.16,0
154,10.1,9.33,0
155,10.1,11.3,0
156,10.1,10.7,0
157,10.1,9.77,0
158,10.1,10.4,0
159,10.1,11.0,0
160,10.1,8.64,0
161,10.2,9.5,0
162,10.2,9.61,0
163,10.2,9.64,0
164,10.3,10.9,0
165,10.4,9.3,0
166,10.4,11.4,0
167,10.4,9.06,0
168,10.4,10.7,0
169,10.5,11.6,0
170,10.5,11.5,0
171,10.5,11.4,0
172,10.5,9.71,0
173,10.7,10.1,0
174,10.7,9.86,0
175,10.7,10.6,0
176,10.8,11.4,0
177,10.8,11.3,0
178,10.8,8.44,0
179,10.8,11.1,0
180,11.0,11.0,0
181,11.0,9.31,0
182,11.0,9.24,0
183,11.0,11.4,0
184,11.0,9.17,0
185,11.0,11.2,0
186,11.1,9.46,0
187,11.5,9.7,0
188,11.5,10.1,0
189,11.5,10.5,0
190,11.5,11.3,0
191,11.7,9.37,0
192,11.7,12.5,0
193,11.8,9.59,0
194,11.8,10.2,0
195,12.0,11.6,0
196,12.0,9.31,0
197,12.1,9.71,0
198,12.1,9.78,0
199,12.3,9.59,0
