,0,1,cluster
0,3.44,6.56,2
1,3.61,6.57,2
2,4.03,8.18,2
3,4.25,7.2,2
4,4.42,7.8,2
6,4.46,7.47,2
10,4.82,5.92,2
11,4.87,7.54,2
13,4.9,7.06,2
14,5.06,6.53,2
15,5.1,6.14,2
16,5.21,6.46,2
17,5.27,6.45,2
18,5.29,6.75,2
19,5.32,6.19,2
23,5.36,7.74,2
24,5.37,7.87,2
26,5.38,7.38,2
28,5.42,7.34,2
30,5.5,6.46,2
37,5.66,6.76,2
38,5.67,7.39,2
41,5.71,8.57,2
43,5.85,6.92,2
45,5.93,7.48,2
46,5.93,6.96,2
53,6.22,7.15,2
54,6.23,6.97,2
56,6.33,7.6,2
58,6.37,7.34,2
59,6.42,7.77,2
64,6.51,8.29,2
68,6.59,8.22,2
73,6.65,6.95,2
75,6.68,6.86,2
77,6.72,6.84,2
82,6.85,6.94,2
83,6.91,7.15,2
85,7.0,8.27,2
87,7.11,7.49,2
