,0,1,cluster
43,6.76,8.55,2
44,6.78,7.88,2
47,6.85,8.47,2
49,6.86,8.2,2
51,6.9,8.67,2
56,7.06,8.16,2
58,7.09,8.77,2
60,7.19,8.29,2
62,7.24,8.12,2
67,7.3,7.29,2
69,7.31,9.8,2
75,7.46,7.83,2
76,7.48,7.82,2
77,7.5,9.13,2
78,7.56,8.41,2
79,7.56,10.2,2
82,7.62,7.39,2
84,7.64,7.84,2
86,7.72,8.37,2
88,7.85,7.15,2
89,7.87,8.07,2
90,7.97,7.45,2
91,8.0,7.56,2
92,8.0,7.93,2
94,8.08,7.54,2
96,8.23,9.7,2
97,8.28,7.01,2
98,8.31,9.69,2
100,8.42,6.88,2
101,8.46,7.93,2
102,8.5,8.81,2
104,8.66,7.05,2
105,8.69,7.77,2
119,9.27,7.33,2
120,9.29,6.48,2
121,9.31,8.7,2
