,0,1,cluster
69,7.31,9.8,1
79,7.56,10.2,1
93,8.04,11.0,1
95,8.18,10.3,1
96,8.23,9.7,1
98,8.31,9.69,1
102,8.5,8.81,1
103,8.55,11.6,1
106,8.71,10.9,1
107,8.72,11.4,1
108,8.79,10.4,1
109,8.83,9.63,1
110,8.86,13.0,1
111,8.86,10.4,1
112,8.9,9.35,1
113,8.96,9.44,1
114,9.08,10.1,1
115,9.09,10.6,1
116,9.12,11.8,1
117,9.2,11.2,1
118,9.23,10.6,1
121,9.31,8.7,1
122,9.31,10.1,1
123,9.35,10.4,1
124,9.38,10.2,1
125,9.41,8.9,1
126,9.42,10.1,1
127,9.42,9.92,1
128,9.43,11.1,1
129,9.45,10.3,1
130,9.48,9.45,1
131,9.51,10.4,1
132,9.54,9.62,1
133,9.59,9.95,1
134,9.6,9.02,1
135,9.63,8.63,1
136,9.63,9.93,1
137,9.66,8.78,1
138,9.66,11.6,1
139,9.68,11.5,1
140,9.69,9.84,1
141,9.7,9.75,1
142,9.73,9.91,1
143,9.74,10.8,1
144,9.75,11.6,1
145,9.76,8.92,1
146,9.76,8.7,1
147,9.77,9.26,1
148,9.8,10.7,1
149,9.85,11.1,1
150,9.88,10.2,1
151,9.97,10.9,1
152,9.99,9.59,1
153,10.0,9.16,1
154,10.1,9.33,1
155,10.1,11.3,1
156,10.1,10.7,1
157,10.1,9.77,1
158,10.1,10.4,1
159,10.1,11.0,1
160,10.1,8.64,1
161,10.2,9.5,1
162,10.2,9.61,1
163,10.2,9.64,1
164,10.3,10.9,1
165,10.4,9.3,1
166,10.4,11.4,1
167,10.4,9.06,1
168,10.4,10.7,1
169,10.5,11.6,1
170,10.5,11.5,1
171,10.5,11.4,1
172,10.5,9.71,1
173,10.7,10.1,1
174,10.7,9.86,1
175,10.7,10.6,1
176,10.8,11.4,1
177,10.8,11.3,1
178,10.8,8.44,1
179,10.8,11.1,1
180,11.0,11.0,1
181,11.0,9.31,1
182,11.0,9.24,1
183,11.0,11.4,1
184,11.0,9.17,1
185,11.0,11.2,1
186,11.1,9.46,1
187,11.5,9.7,1
188,11.5,10.1,1
189,11.5,10.5,1
190,11.5,11.3,1
191,11.7,9.37,1
192,11.7,12.5,1
193,11.8,9.59,1
194,11.8,10.2,1
195,12.0,11.6,1
196,12.0,9.31,1
197,12.1,9.71,1
198,12.1,9.78,1
199,12.3,9.59,1
