,0,1,cluster
0,4.57,7.83,0
1,4.9,6.24,0
2,5.23,7.99,0
3,5.28,6.42,0
4,5.4,7.77,0
5,5.52,7.55,0
6,5.54,8.0,0
7,5.62,7.07,0
8,5.63,7.84,0
9,5.65,7.22,0
10,5.71,7.65,0
11,5.75,7.07,0
12,5.79,7.04,0
13,5.91,6.1,0
14,5.99,7.02,0
15,6.0,7.27,0
16,6.02,7.28,0
17,6.03,6.04,0
18,6.06,7.33,0
19,6.07,6.44,0
20,6.07,6.83,0
21,6.08,4.6,0
22,6.13,6.11,0
23,6.13,6.75,0
24,6.19,7.22,0
25,6.19,7.25,0
26,6.19,7.18,0
27,6.31,7.57,0
28,6.35,5.62,0
29,6.36,5.42,0
30,6.41,5.98,0
31,6.45,6.05,0
32,6.45,7.41,0
33,6.46,7.5,0
34,6.47,7.78,0
35,6.48,6.59,0
36,6.49,5.44,0
37,6.49,6.68,0
38,6.51,7.6,0
39,6.53,6.64,0
40,6.65,7.4,0
41,6.67,7.11,0
42,6.73,6.73,0
43,6.76,8.55,0
44,6.78,7.88,0
45,6.79,5.58,0
46,6.8,5.64,0
47,6.85,8.47,0
48,6.86,7.05,0
49,6.86,8.2,0
50,6.87,7.37,0
51,6.9,8.67,0
52,6.92,5.73,0
53,6.96,5.94,0
54,7.01,4.95,0
55,7.04,6.72,0
56,7.06,8.16,0
57,7.07,5.15,0
58,7.09,8.77,0
59,7.15,6.18,0
60,7.19,8.29,0
61,7.2,7.29,0
62,7.24,8.12,0
63,7.25,6.27,0
64,7.26,6.87,0
65,7.27,6.41,0
66,7.27,6.72,0
67,7.3,7.29,0
68,7.31,6.2,0
69,7.31,9.8,0
70,7.34,6.76,0
71,7.35,6.95,0
72,7.36,6.02,0
73,7.38,6.25,0
74,7.46,5.07,0
75,7.46,7.83,0
76,7.48,7.82,0
77,7.5,9.13,0
78,7.56,8.41,0
79,7.56,10.2,0
80,7.59,5.71,0
81,7.59,6.67,0
82,7.62,7.39,0
83,7.63,5.96,0
84,7.64,7.84,0
85,7.65,6.85,0
86,7.72,8.37,0
87,7.79,6.74,0
88,7.85,7.15,0
89,7.87,8.07,0
90,7.97,7.45,0
91,8.0,7.56,0
92,8.0,7.93,0
93,8.04,11.0,0
94,8.08,7.54,0
95,8.18,10.3,0
96,8.23,9.7,0
97,8.28,7.01,0
98,8.31,9.69,0
99,8.31,5.1,0
100,8.42,6.88,0
101,8.46,7.93,0
102,8.5,8.81,0
103,8.55,11.6,0
104,8.66,7.05,0
105,8.69,7.77,0
106,8.71,10.9,0
107,8.72,11.4,0
108,8.79,10.4,0
109,8.83,9.63,0
110,8.86,13.0,0
111,8.86,10.4,0
112,8.9,9.35,0
113,8.96,9.44,0
114,9.08,10.1,0
115,9.09,10.6,0
116,9.12,11.8,0
117,9.2,11.2,0
118,9.23,10.6,0
119,9.27,7.33,0
120,9.29,6.48,0
121,9.31,8.7,0
122,9.31,10.1,0
123,9.35,10.4,0
124,9.38,10.2,0
125,9.41,8.9,0
126,9.42,10.1,0
127,9.42,9.92,0
128,9.43,11.1,0
129,9.45,10.3,0
130,9.48,9.45,0
131,9.51,10.4,0
132,9.54,9.62,0
133,9.59,9.95,0
134,9.6,9.02,0
135,9.63,8.63,0
136,9.63,9.93,0
137,9.66,8.78,0
138,9.66,11.6,0
139,9.68,11.5,0
140,9.69,9.84,0
141,9.7,9.75,0
142,9.73,9.91,0
143,9.74,10.8,0
144,9.75,11.6,0
145,9.76,8.92,0
146,9.76,8.7,0
147,9.77,9.26,0
148,9.8,10.7,0
149,9.85,11.1,0
150,9.88,10.2,0
151,9.97,10.9,0
152,9.99,9.59,0
153,10.0,9.16,0
154,10.1,9.33,0
155,10.1,11.3,0
156,10.1,10.7,0
157,10.1,9.77,0
158,10.1,10.4,0
159,10.1,11.0,0
160,10.1,8.64,0
161,10.2,9.5,0
162,10.2,9.61,0
163,10.2,9.64,0
164,10.3,10.9,0
165,10.4,9.3,0
166,10.4,11.4,0
167,10.4,9.06,0
168,10.4,10.7,0
169,10.5,11.6,0
170,10.5,11.5,0
171,10.5,11.4,0
172,10.5,9.71,0
173,10.7,10.1,0
174,10.7,9.86,0
175,10.7,10.6,0
176,10.8,11.4,0
177,10.8,11.3,0
178,10.8,8.44,0
179,10.8,11.1,0
180,11.0,11.0,0
181,11.0,9.31,0
182,11.0,9.24,0
183,11.0,11.4,0
184,11.0,9.17,0
185,11.0,11.2,0
186,11.1,9.46,0
187,11.5,9.7,0
188,11.5,10.1,0
189,11.5,10.5,0
190,11.5,11.3,0
191,11.7,9.37,0
192,11.7,12.5,0
193,11.8,9.59,0
194,11.8,10.2,0
195,12.0,11.6,0
196,12.0,9.31,0
197,12.1,9.71,0
198,12.1,9.78,0
199,12.3,9.59,0
